"","headline","links","scrapetime","shortname","sentiment"
"405","Ditte Juul J�rgensen on E.U. climate agenda and COP27 climate talks","https://www.washingtonpost.com/washington-post-live/2022/11/28/ditte-juul-jrgensen-eu-climate-agenda-cop27-climate-talks/",2022-11-23 06:15:06.149767,"washingtonpost",0
"406","Appeals panel grills Trump lawyer over FBI search of Mar-a-Lago","https://www.washingtonpost.com/national-security/2022/11/22/trump-appeal-mar-a-lago-search/",2022-11-23 06:15:06.149767,"washingtonpost",-0.35
"407","LGBTQ club shooting suspect�s troubled past was obscured by a name change, records show","https://www.washingtonpost.com/national-security/2022/11/21/colorado-springs-qbar-shooter/",2022-11-23 06:15:06.149767,"washingtonpost",-2.7
"408","How the Colorado mass shooting unfolded � and ended � inside Club Q","https://www.washingtonpost.com/nation/2022/11/21/colorado-springs-clubq-shooting-what-happened/",2022-11-23 06:15:06.149767,"washingtonpost",-0.6
"409","The Giants are among 13 NFL teams that have never had a Black head coach. Why?","https://www.washingtonpost.com/sports/interactive/2022/ny-giants-head-coach-history/",2022-11-23 06:15:06.149767,"washingtonpost",-0.25
"410","Thanksgiving travel will be crowded, but not as chaotic as the summer","https://www.washingtonpost.com/travel/2022/11/21/thanksgiving-traffic-airports-weather/",2022-11-23 06:15:06.149767,"washingtonpost",-0.55
"411","RSV, covid and flu push hospitals to the brink � and it may get worse","https://www.washingtonpost.com/health/2022/11/20/hospital-capacity-rsv-flu-covid/",2022-11-23 06:15:06.149767,"washingtonpost",-1.75
"412","Fauci urges updated coronavirus shots in �final message� from White House","https://www.washingtonpost.com/politics/2022/11/22/fauci-final-white-house-coronavirus/",2022-11-23 06:15:06.149767,"washingtonpost",0.4
"413","White House touts omicron-specific boosters ahead of feared winter covid wave","https://www.washingtonpost.com/health/2022/11/22/covid-bivalent-booster/",2022-11-23 06:15:06.149767,"washingtonpost",1.2
"414","The Georgia criminal investigation into Trump and his allies, explained","https://www.washingtonpost.com/national-security/2022/07/27/trump-georgia-investigation-explained/",2022-11-23 06:15:06.149767,"washingtonpost",-0.6
"415","At Qatar�s World Cup, Biden�s envoy balances firmness and flattery","https://www.washingtonpost.com/national-security/2022/11/22/world-cup-blinken-qatar/",2022-11-23 06:15:06.149767,"washingtonpost",0.1
"416","McCarthy calls for Mayorkas to quit and vows border inquiries; DHS chief has no plans to resign, agency says","https://www.washingtonpost.com/politics/2022/11/22/mccarthy-mayorkas-border-impeachment/",2022-11-23 06:15:06.149767,"washingtonpost",-0.5
"417","Carolyn Hax: Mom has a trust fund � and guilts grown child over money","https://www.washingtonpost.com/advice/2022/11/23/carolyn-hax-mom-trust-fund/",2022-11-23 06:15:06.149767,"washingtonpost",1.7
"418","Ask Elaine: I finally made big changes but feel more unsure than ever","https://www.washingtonpost.com/advice/2022/11/22/ask-elaine-big-change-unsure-move/",2022-11-23 06:15:06.149767,"washingtonpost",0.15
"419","Miss Manners: My mother-in-law keeps commenting on my medical condition","https://www.washingtonpost.com/advice/2022/11/23/miss-manners-mother-in-law-medical-comments/",2022-11-23 06:15:06.149767,"washingtonpost",0.1
"420","Ask Amy: I want to be friends with my kind nurse practitioner","https://www.washingtonpost.com/advice/2022/11/23/ask-amy-nurse-practitioner-friends/",2022-11-23 06:15:06.149767,"washingtonpost",0.25
"421","What to know about the �winter blues� � and ways to treat it","https://www.washingtonpost.com/wellness/2022/11/29/seasonal-affective-disorder-prevalence-duration/",2022-11-23 06:15:06.149767,"washingtonpost",0
"422","My mother�s obsession with weight created an invisible war between us","https://www.washingtonpost.com/wellness/2022/11/22/weight-dieting-eating-disorders-mothers-daughters/",2022-11-23 06:15:06.149767,"washingtonpost",-0.9
"423","The �most common crippling hand condition� you�ve never heard of","https://www.washingtonpost.com/wellness/2022/11/20/dupuytrens-crippling-hand-disease-treatments/",2022-11-23 06:15:06.149767,"washingtonpost",-1
"424","Which cooking oils are the healthiest?","https://www.washingtonpost.com/health/2022/11/21/cooking-oils-health-fats/",2022-11-23 06:15:06.149767,"washingtonpost",0
"425","After a loved one dies, red tape adds to the grief","https://www.washingtonpost.com/wellness/2022/11/20/death-red-tape-bureaucracy-finances/",2022-11-23 06:15:06.149767,"washingtonpost",-1.05
"426","Giving �Mother Nature a little bit of a boost� on the Great Barrier Reef","https://www.washingtonpost.com/climate-solutions/2022/11/22/great-barrier-reef-corals-bleaching/",2022-11-23 06:15:06.149767,"washingtonpost",0.75
"427","How Buffalo is clearing 80 inches of snow almost as fast as it fell","https://www.washingtonpost.com/climate-environment/2022/11/22/how-buffalo-is-clearing-80-inches-snow-almost-fast-it-fell/",2022-11-23 06:15:06.149767,"washingtonpost",-0.5
"428","Drought in Hawaii is fueling rare November wildfire concerns","https://www.washingtonpost.com/climate-environment/2022/11/22/hawaii-drought-fires-deer-water/",2022-11-23 06:15:06.149767,"washingtonpost",-1.35
"429","The climate-friendly way to furnish your home","https://www.washingtonpost.com/home/2022/11/21/sustainable-furnish-home/",2022-11-23 06:15:06.149767,"washingtonpost",0
"430","Facebook hack victims lose time, money and peace of mind. The company does next to nothing.","https://www.washingtonpost.com/technology/2022/11/21/hacked-facebook-account/",2022-11-23 06:15:06.149767,"washingtonpost",-0.15
"431","There will never be anything like Twitter again","https://www.washingtonpost.com/technology/2022/11/22/musk-twitter-dead-idea/",2022-11-23 06:15:06.149767,"washingtonpost",0.5
"432","Bedtime in the cubicle? Musk expects extreme dedication.","https://www.washingtonpost.com/technology/2022/11/18/musk-twitter-work-culture/",2022-11-23 06:15:06.149767,"washingtonpost",0.5
"433","Partner for Truth Social�s parent company pushes merger deadline to 2023","https://www.washingtonpost.com/technology/2022/11/22/merger-trump-media-company-spac-delayed-after-shareholder-vote/",2022-11-23 06:15:06.149767,"washingtonpost",1.8
"434","French regulator warns Twitter of legal duty to moderate misinformation, hate","https://www.washingtonpost.com/technology/2022/11/22/twitter-france-regulator-musk-content-moderation/",2022-11-23 06:15:06.149767,"washingtonpost",-0.85
"435","How the Biden administration wants to tackle foreign commercial spyware","https://www.washingtonpost.com/politics/2022/11/22/how-biden-administration-wants-tackle-foreign-commercial-spyware/",2022-11-23 06:15:06.149767,"washingtonpost",-0.5
"436","In Kherson city, sympathies for Russia complicate reintegration into Ukraine","https://www.washingtonpost.com/world/2022/11/22/kherson-city-sympathies-russia-complicate-reintegration-into-ukraine/",2022-11-23 06:15:06.149767,"washingtonpost",-0.4
"437","Indonesia quake toll soars above 250 amid frantic search for survivors","https://www.washingtonpost.com/world/2022/11/22/indonesia-java-earthquake-death-toll/",2022-11-23 06:15:06.149767,"washingtonpost",-1.35
"438","U.K. police hires applicants with history of crime, harassment, watchdog finds","https://www.washingtonpost.com/world/2022/11/22/uk-police-harassment-background-report/",2022-11-23 06:15:06.149767,"washingtonpost",-2.25
"439","Behold Carrot, the 67-pound goldfish caught in France","https://www.washingtonpost.com/world/2022/11/22/giant-goldfish-caught-france/",2022-11-23 06:15:06.149767,"washingtonpost",0
"440","Rights groups say Iran is escalating crackdown in Kurdish areas","https://www.washingtonpost.com/world/2022/11/22/iran-protests-crackdown-kurdish-areas/",2022-11-23 06:15:06.149767,"washingtonpost",0
"441","Student loan-payment freeze extended as courts weigh debt relief","https://www.washingtonpost.com/education/2022/11/22/student-loan-payment-pause-extension/",2022-11-23 06:15:06.149767,"washingtonpost",-0.65
"442","Alabama pauses executions after third lethal injection fails","https://www.washingtonpost.com/nation/2022/11/22/alabama-pausing-executions-lethal-injections/",2022-11-23 06:15:06.149767,"washingtonpost",-1
"443","Cecilia �Cissy� Marshall, keeper of Thurgood Marshall�s legacy, dies at 94","https://www.washingtonpost.com/obituaries/2022/11/22/cissy-marshall-thurgood-dead/",2022-11-23 06:15:06.149767,"washingtonpost",-0.2
"444","Crypto exchange has substantial �missing� assets, FTX lawyer says","https://www.washingtonpost.com/business/2022/11/22/crypto-exchange-has-substantial-missing-assets-ftx-lawyer-says/",2022-11-23 06:15:06.149767,"washingtonpost",0.5
"445","In Disney shake-up, Bob Iger returns as CEO and starts making changes","https://www.washingtonpost.com/business/2022/11/20/disney-reappoints-robert-iger-ceo-next-two-years-ousting-bob-chapek/",2022-11-23 06:15:06.149767,"washingtonpost",0
"446","Inflation could steal Christmas, but shoppers are finding ways around it","https://www.washingtonpost.com/business/2022/11/19/inflation-impacts-holiday-season-shopping/",2022-11-23 06:15:06.149767,"washingtonpost",-1.35
"447","A stowaway cat snuck into a suitcase. TSA thwarted his travel plans.","https://www.washingtonpost.com/travel/2022/11/22/stowaway-cat-checked-bag-tsa/",2022-11-23 06:15:06.149767,"washingtonpost",-0.8
"448","I�m a curmudgeon. I tried a gratitude jar to change my grumpy ways.","https://www.washingtonpost.com/lifestyle/2022/11/22/gratitude-jar-thanksgiving-grumpy-happiness/",2022-11-23 06:15:06.149767,"washingtonpost",0.25
"449","Why don�t more men take their wives� last names?","https://www.washingtonpost.com/lifestyle/2022/11/22/married-men-taking-wifes-name/",2022-11-23 06:15:06.149767,"washingtonpost",0
"450","A real-life food critic reviews on-screen food critics","https://www.washingtonpost.com/food/2022/11/21/food-critics-movies-tv-menu-bear/",2022-11-23 06:15:06.149767,"washingtonpost",-0.85
"451","A new play shows drug addiction is tough to dramatize in novel ways","https://www.washingtonpost.com/theater-dance/2022/11/22/people-places-things-macmillan-studio/",2022-11-23 06:15:06.149767,"washingtonpost",0.05
"452","�Strange World�: Beautiful to look at, but not much below the surface","https://www.washingtonpost.com/movies/2022/11/22/strange-world-movie-review/",2022-11-23 06:15:06.149767,"washingtonpost",0.25
"453","Maryland�s mobile sports betting industry starts Wednesday","https://www.washingtonpost.com/dc-md-va/2022/11/22/maryland-sports-betting-launch/",2022-11-23 06:15:06.149767,"washingtonpost",0
"454","Family mourns 18-year-old high school student found slain in D.C. hotel","https://www.washingtonpost.com/dc-md-va/2022/11/22/akira-wilson-homicide-jackson-reed/",2022-11-23 06:15:06.149767,"washingtonpost",-0.4
"455","Fairfax County detectives make arrest in 34-year-old sexual assault case","https://www.washingtonpost.com/dc-md-va/2022/11/22/fairfax-arrest-cold-case-rape/",2022-11-23 06:15:06.149767,"washingtonpost",-1.25
"456","Suspect in shooting of Commanders player charged in unrelated homicide","https://www.washingtonpost.com/dc-md-va/2022/11/22/brian-robinson-commanders-suspect-homicide/",2022-11-23 06:15:06.149767,"washingtonpost",-1.95
"457","PM Update: Staying quite pleasant through Wednesday","https://www.washingtonpost.com/weather/2022/11/22/dc-area-forecast-pleasant-weather/",2022-11-23 06:15:06.149767,"washingtonpost",1
"458","Morning weather briefing","https://www.washingtonpost.com/podcasts/capital-weather-gang/november-22-morning-weather-update/",2022-11-23 06:15:06.149767,"washingtonpost",0
"459","Sick kids are filling hospitals. But there aren�t enough beds.","https://www.washingtonpost.com/dc-md-va/2022/11/22/rsv-pediatric-beds-emergency-room/",2022-11-23 06:15:06.149767,"washingtonpost",-1.25
"460","Coronavirus variants are dodging antibody treatments. New lab-made options may help.","https://www.washingtonpost.com/health/2022/11/21/monoclonal-antibodies-covid-variants/",2022-11-23 06:15:06.149767,"washingtonpost",0.55
"461","Why the 5.6-magnitude earthquake in Indonesia was so deadly","https://www.washingtonpost.com/science/2022/11/22/indonesia-earthquake-explained/",2022-11-23 06:15:06.149767,"washingtonpost",-1.25
"462","The Earth now weighs 6 ronnagrams. What does that mean?","https://www.washingtonpost.com/world/2022/11/19/ronnagram-si-prefix-quetta-measurements/",2022-11-23 06:15:06.149767,"washingtonpost",0
"463","Loss of 38 satellites prompts call for better space weather forecasts","https://www.washingtonpost.com/science/2022/11/19/space-weather-forecasting/",2022-11-23 06:15:06.149767,"washingtonpost",0.05
"464","Cristiano Ronaldo, Manchester United agree to part ways","https://www.washingtonpost.com/sports/2022/11/22/cristiano-ronaldo-manchester-united/",2022-11-23 06:15:06.149767,"washingtonpost",1
"465","Thirteen NFL teams have never had a Black coach. Here�s the story of one franchise.","https://www.washingtonpost.com/sports/interactive/2022/ny-giants-head-coach-history/",2022-11-23 06:15:06.149767,"washingtonpost",-0.25
"466","For the Capitals, the first quarter of the season has been painful","https://www.washingtonpost.com/sports/2022/11/22/washington-capitals-injuries/",2022-11-23 06:15:06.149767,"washingtonpost",-0.5
"467","The secret to a bold weeknight pasta sauce? A little anchovy boost.","https://www.washingtonpost.com/food/2022/11/22/anchovy-tomato-sauce-recipe/",2022-11-23 06:15:06.149767,"washingtonpost",0.75
"468","Our 10 favorite cookbooks of 2022","https://www.washingtonpost.com/food/2022/11/22/best-2022-cookbook/",2022-11-23 06:15:06.149767,"washingtonpost",0.75
"469","A sweet and spicy sauce makes this vegetarian asado worth celebrating","https://www.washingtonpost.com/food/2022/11/22/cauliflower-wedding-asado-recipe/",2022-11-23 06:15:06.149767,"washingtonpost",2.25
"470","Stew hash browns for a spicy Creole twist on a favorite dish","https://www.washingtonpost.com/food/2022/11/22/creole-hash-browns-recipe/",2022-11-23 06:15:06.149767,"washingtonpost",0.5
"471","9 changes Disney fans want returning CEO Bob Iger to make at parks","https://www.washingtonpost.com/travel/2022/11/21/disney-parks-iger-chapek-ceo/",2022-11-23 06:15:06.149767,"washingtonpost",0.6
"472","Central America is a diver�s paradise. Here are 5 spots to get deep.","https://www.washingtonpost.com/travel/tips/best-diving-belize-nicaragua-panama/",2022-11-23 06:15:06.149767,"washingtonpost",0.5
"473","A privacy war has broken out in Britain as more suppliers begin moving customers onto Pay As You Go plans remotely using their smart meters.","https://www.thisismoney.co.uk/money/markets/article-11457237/Homes-smart-meters-plunged-darkness-REMOTE-CONTROL.html?ico=mol_desktop_home",2022-11-23 06:15:07.706341,"dailymail",-0.85
"474","While Kate stunned onlookers with her white dress and sparkling tiara, many found their eyes drawn to a yellow brooch pinned on her chest that showed a portrait of Queen Elizabeth II.","/news/article-11459701/Princess-Wales-movingly-wears-brooch-showing-portrait-late-Queen-Elizabeth-II.html",2022-11-23 06:15:07.706341,"dailymail",1.25
"475","The new king pulled out all the stops to impress president Cyril Ramaphosa and his country's delegation as they came to Buckingham Palace last night.","/news/article-11459091/Charles-cracks-gags-pays-touching-tribute-late-mother-State-Banquet-King.html",2022-11-23 06:15:07.706341,"dailymail",1.25
"476","Disgraced socialite Ghislaine Maxwell will enjoy a vegan feast for Thanksgiving behind bars at FCI Tallahassee.","/news/article-11458543/Ghislaine-Maxwells-vegan-Thanksgiving-low-security-Florida-prison-include-Tofurky.html",2022-11-23 06:15:07.706341,"dailymail",0.8
"477","The 32-year-old rapper/actor recalled how he awoke one day to see a pair of large men standing by his bed ready to take him to the camp.","/tvshowbiz/article-11459357/Chet-Hanks-says-Tom-Hanks-Rita-Wilson-sent-strict-Utah-wilderness-program-teen.html",2022-11-23 06:15:07.706341,"dailymail",0.8
"478","Legendary screen actor Dick Van Dyke appeared as cheerful and sprightly as ever as he stepped out in Los Angeles last week with wife Arlene Silver. The couple, who celebrated their tenth wedding anniversary earlier this year, can be seen arriving at the gym together last Friday in exclusive DailyMail.com photos.� The Mary Poppins star, who is set to celebrate his 97th birthday on December 13, was in great spirits, flashing a smile and even posing for fans in the parking lot before heading to a workout session with his wife.�","/news/article-11454269/Dick-Van-Dyke-grins-ear-ear-spotted-weeks-97th-birthday.html",2022-11-23 06:15:07.706341,"dailymail",7
"479","Supreme Court clears way for Trump tax returns to go to Congress","https://www.washingtonpost.com/politics/2022/11/22/supreme-court-trump-taxes/",2022-11-23 12:15:07.445305,"washingtonpost",0.65
"480","Appeals panel grills Trump lawyer over FBI search of Mar-a-Lago","https://www.washingtonpost.com/national-security/2022/11/22/trump-appeal-mar-a-lago-search/",2022-11-23 12:15:07.445305,"washingtonpost",-0.35
"481","Sen. Lindsey Graham testifies before Georgia grand jury in election probe","https://www.washingtonpost.com/nation/2022/11/22/lindsey-graham-georgia-grand-jury/",2022-11-23 12:15:07.445305,"washingtonpost",0.5
"482","Shooting rampage at Virginia Walmart leaves at least 6 dead","https://www.washingtonpost.com/nation/2022/11/23/walmart-shooting-chesapeake-virginia/",2022-11-23 12:15:07.445305,"washingtonpost",-2.1
"483","6:05 a.m.In photos: Police respond to Walmart shooting","https://www.washingtonpost.com/nation/2022/11/23/walmart-shooting-chesapeake-virginia/#link-NC2NUGEUT5HMXKM7GO7G4MOG3E",2022-11-23 12:15:07.445305,"washingtonpost",-0.85
"484","5:44 a.m.Shooting took place in a commercial hub of Chesapeake","https://www.washingtonpost.com/nation/2022/11/23/walmart-shooting-chesapeake-virginia/#link-IEOJ2DIO5RDU3JKIAHWBYF376I",2022-11-23 12:15:07.445305,"washingtonpost",-0.6
"485","In Paris, artist Mickalene Thomas takes on Monet, and art history itself","https://www.washingtonpost.com/arts-entertainment/2022/11/22/mickalene-thomas-artist-paris-show/",2022-11-23 12:15:07.445305,"washingtonpost",1.2
"486","Dangerous play","https://www.washingtonpost.com/opinions/2022/11/22/dangerous-play/",2022-11-23 12:15:07.445305,"washingtonpost",-0.5
"487","Racist mascots are finally being banned. But that�s only a first step.","https://www.washingtonpost.com/opinions/2022/11/22/indian-racist-mascots-new-york-school-ban/",2022-11-23 12:15:07.445305,"washingtonpost",-1.6
"488","A pre-Trump Republican probes for an opening in the 2024 field","https://www.washingtonpost.com/opinions/2022/11/22/mike-rogers-2024-gop-presidential-field/",2022-11-23 12:15:07.445305,"washingtonpost",0
"489","I�m haunted and redeemed by Thanksgivings past","https://www.washingtonpost.com/opinions/2022/11/22/thanksgiving-memories-dad-cook-kitchen/",2022-11-23 12:15:07.445305,"washingtonpost",0.25
"490","Election denial is reaching new levels of absurdity in Arizona","https://www.washingtonpost.com/opinions/2022/11/22/arizona-midterm-election-denial-fraud-myth/",2022-11-23 12:15:07.445305,"washingtonpost",-0.45
