"","headlines","news_url","date"
"535","Omi-gone: Covid outbreaks are now shrinking in 95 PER CENT of England's 7,000 neighbourhoods as maps illustrate how wave has collapsed since January's peak","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"544","Headteachers welcome new Bill which will help councils set up buffer zones around schools to stop them being targeted by anti-vax protests ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"555","What does Freedom Day mean for YOUR business? Bosses face setting their OWN Covid rules for staff who test positive after government axes self-isolation orders this week ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"565","Over-75s, care home residents and all immunocompromised over-12s will be offered a a second Covid booster jab this spring: Health chiefs sign off on roll-out for 8million people ahead of ANOTHER top-up drive this autumn","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"575","King Felipe returns to duty! Queen Letizia of Spain is joined by her husband at a gala event in Madrid for his first engagement since he tested positive for coronavirus","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"585","SAGE psychologist accuses No10 of 'abdicating responsibility for looking after the public' because of its 'irresponsible' decision to live with Covid","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"594","Top Oxford professor Sir Andrew Pollard says entire country probably WON'T need Covid booster jab every winter as he hails nation's 'wall of immunity' - with FOURTH jabs to be rolled out for elderly and vulnerable adults within weeks","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"604","Ivermectin does NOT stop Covid patients from becoming severely ill, trial reveals","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"617","Tearful Brits are reunited with family Down Under for the first time in more than 703 days as Australia FINALLY opens its borders","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"625","NHS employee, 59, who died from Covid in April 2020 at the London hospital where he had worked for 17 years 'did not feel safe' during the early days of the pandemic, inquest hears","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"633","Freedom Convoy DC trucker reveals plans to clog capital's vital Beltway interstate and likens impending protest to 'a giant boa constrictor that squeezes, chokes and swallows'","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"645","Ms Great Britain reveals she's given up on finding love after 100 'horror dates' and claims that men ghost her if she doesn't have sex with them by their fourth meeting ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"654","Go woke, go broke, warns think-tank as it launches defence of profit-driven capitalism","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"664","Chaos at Credit Suisse: As bank lurches from crisis to crisis, how can Swiss lender be saved? ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"674","Children living where little Arthur Labinjo-Hughes was tortured and killed are 'waiting too long for help': Damning report slams police and council for 'drift and delay' ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"685","Billionaire Chrysler building co-owner Michael Fuchs, 62, must pay out more than £3.5million to his ex-wife every year until a judge decides how much money she should walk away with from their divorce","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"692","Weymouth beach hut 'cartel' strikes AGAIN after retired teacher is told to vacate her chalet for 'no good reason' by 'rude and arrogant' trust directors ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"706","Princess Charlene of Monaco is 'doing much better' after three months in a treatment facility, says Prince Albert - who 'hopes she will be back in the principality very soon'","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"715","Personal trainer who was shot dead years after he stopped a gang rape aged just 14 and gave evidence in court to convict the suspects was sent threatening text messages warning him he was 'dead meat', inquest hears ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"726","Why DOES America's smuggest newspaper have such a pathological loathing for Britain? We dine out on boiled mutton, the economy is falling apart... and we're so racist we drove out Meghan Markle. TOM LEONARD examines another New York Times howitzer","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"732","NASA's James Webb space telescope captures an incredible hexagonal photo of a single star from all 18 of its mirrors - confirming the spacecraft can now see starlight","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"746","Universe's largest known galaxy is discovered, measuring around 16.3 MILLION light-years long - 153 times longer than the Milky Way","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"752","Neighbour, 51, denies stabbing father-of-three, 43, at his Cotswolds home but admits GBH, affray and the attempted murder of another man ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"766","Prince Philip's ceremonial military uniform worn to royal events goes on display in exhibition celebrating his role as Colonel-in-Chief of The Rifles","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"773","The employees who were 'jobfished' by a fake company: Graphic designer reveals how he was left £10,000 in debt after being hired by boss who fooled 50 people into working for a non-existent design firm","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"786","'I was driven to kill by 'the voice': New book reveals Yorkshire Ripper's claim he thought a 'male, authoritative' God was talking to him through 'walls and trees' and 'urging' him to murder women ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"793","Passenger, 28, who downed wine then refused to wear a face mask on a plane after she was told to put it on 15 times before hitting a police constable with her make-up bag when she was arrested at Heathrow is fined £1,000 ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"806","We were worried... now we're glad we got a boost: Meet the people who didn't want the Covid vaccine but are now glad they changed their minds","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"817","'My dog did me a great favour': Meet the dogs teaching their owners a new trick about turmeric supplements","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"826","Attack of the garden furniture tarpaulin! Hilarious moment a woman loses battle to cover her patio set during storm Eunice ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"834","HALF of people with genetic mutations which put them at risk of cancer could be missed under current NHS criteria, study claims","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"843","Firearms officer who took wooden posts from police shooting range to make a garden table is found guilty of gross misconduct","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"852","Economy chalks up fastest growth in EIGHT MONTHS as Omicron wave fades.. but closely-watched PMI figures show inflation pressure building  ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"863","Britney Spears 'to publish tell-all on her life and family after landing £11million book deal' in fierce bidding war following conservatorship ordeal","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"874","Trump is ALREADY facing legal action over Truth Social on its bungled launch day: British firm considers suing over logo as ex-president's Apple app rollout is riddled with error messages and long waitlists ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"885","TfL is given days to avoid bankruptcy after £4.5bn bailout is extended until Friday as City Hall and government are locked in negotiations over funding ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"894","America's Got Talent singer Nightbirde dies at age 31 following 'devastating' cancer battle - six months after being forced to quit the show when her health 'took a turn for the worse' ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"905","Adele looks glum on date night with boyfriend Rich Paul at star-studded NBA All-Star Game in Cleveland as she swaps '£740k engagement sparkler' for understated ring during first sighting after THAT wild night out at London gay club","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"917","Greenland's Ice Sheet is melting from the bottom UP - and is now the largest single contributor to global sea level rise, study warns ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"925","Britain's worst roadworks: Network Rail was slapped with a £132,000 fine after Norfolk bridge repairs overran by TWO YEARS - while Thames Water paid out nearly £205,000, after numerous projects dragged on beyond schedule","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"934","Wildlife lovers demand autopsies after 200 starlings dropped dead from the sky 'like something out of a horror film' in Welsh village - amid fears the flock could have been killed by gas from a nearby refinery","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"945","When haggling goes wrong! Text messages reveal VERY cheeky demands from online shoppers - from asking for a 97% discount to requesting a FREE Apple Watch because 'selling it is just greedy'","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"953","Couple claim 'cowboy builder' stuffed walls of their half-built garden extension with McDonald's packaging and left them with a £14,000 bill","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"965","Irish teacher, 41, is stabbed in the back three times by a 13-year-old pupil who smuggled a knife and a molotov cocktail into his fee-paying school in Spain ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"972","'It's a high bar to get rid of a PM': Business minister Paul Scully dodges over whether Boris should quit if he gets Partygate fine amid claims two Cabinet members could withdraw support ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"985","'They wanted to leave the world together': Bernie Madoff's elderly sister and her terminally ill husband died in 'suicide pact' in their Florida home","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"993","Horrifying moment man, 51, is eaten alive by a crocodile as he bathes in an Indonesian river while his friends desperately try to scare the predator off ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1005","Ex-wife and widow of Lord of the Rings voice coach Andrew Jack fight over his £100,000 life insurance after he died from Covid aged 76 - as each claims he no longer loved the other and 'wanted ME to have the money'","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1018","Pictured: Husband of woman who was unaware she was divorced for 12 years after her signature was forged on official documents ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1026","Prisoner Hashem Abedi who 'attacked Belmarsh guard' complains to trial about 'not being treated like other inmates' after CCTV showed him smiling moments before assault ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1035","Ambulance trusts had 50 complaints last year after abandoning vulnerable patients - including a blind patient forced to wander round a hospital car park for two hours and another dropped at the wrong house","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1046","Pictured: The secret note a Starbucks barista wrote on a coffee cup for an 18-year-old girl who was being pestered by stranger - telling her to remove the lid if she wanted help ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1054","Children's unit nurse is suspended for six months after asking male student to perform a sex act and telling him: 'I don't bite...unless they want me to' ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1066","Royal Navy officer is convicted of battery for grabbing a chef and dragging her into the bar of destroyer HMS Diamond when she refused to do shots with him at 8am after England won Euros semi-final","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1073","The year sea level rise truly began: Intensification of the Industrial Age in 1863 sparked early ocean warming and glacier melt, study reveals ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1086","Bridgerton star Sabrina Bartlett quits ITV's show The Larkins 'following a sensitive disagreement on set' after describing the cast as a 'wild family'","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1093","The pheasant's revolt: Postman faces plucky nemesis on daily battle to make his deliveries ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1109","'It was like somebody ripped out a part of my heart': Two women discover they were SWITCHED at birth - more than 55 YEARS later - after one took an at-home DNA test, as they sue Oklahoma hospital over the devastating mistake","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1116","Aldi shoppers say this air fryer is 'brilliant for cooking everything' no matter what's on the menu - from a whole chicken to pizza - and it costs less than £30","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1125","'Great, storm-busting umbrella': This £23 windproof umbrella with 28,000 five-star reviews promises to stand up against high winds and rain - and it's on sale","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1133","Cop who watched as Derek Chauvin murdered George Floyd CRIES at civil rights trial as he recalls seeing black man's face after Chauvin knelt on his neck - but says he thought killer restraint appeared 'reasonable'","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1146","China DENIES responsibility for a rocket set to slam into the moon on March 4 - as experts claim the rogue craft is a booster from a Chinese mission from 2014, weeks after mistaking it as a SpaceX vehicle ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1153","Finnish cross-country skier suffers a FROZEN penis during Winter Olympics 50km race - then uses a heat pack to unthaw it after suffering 'unbearable pain' ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1166","'Spiritual guide' Shaman Durek reveals he's asked King and Queen of Norway for Princess Märtha Louise's hand in marriage - but is yet to propose because they're in 'no rush' to get married ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1173","From a destitute orphan whose famous breasts inspired poetry to a Prime Minister's mistress who lived with her husband AND teenage lover, new book reveals the famous harlots who were 'the Kardashians' of the Georgian era","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1186","Israel will allow unvaccinated tourists to enter the country from next month as Covid death rate drops ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1193","Glamorous bar worker, 23, is left 'looking like Quasimodo' after plunging 10 feet from a VIP booth while cheering on a male strip show and landing on her head","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1206","Mother who claims midwives wrongly told her to have a termination at her 12-week scan because her baby was 'dying' reveals her daughter with Down's syndrome is now thriving ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1216","Borough of Westminster is the CAPITAL for illegally parked super cars: council dishes out three times more fines than CARDIFF in the last six years with tickets on 81 per cent of country's Bugattis and 64 per cent of Lamborghinis ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1226","Chinese security guard is held captive as a BLOOD SLAVE: Man was kidnapped in Cambodia after being lured by fake job ad and had his blood drained from him every month","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1234","
    
           
      
          
      
    
    
        
        The 31-year-old man, who has been identified only by his surname Li, was held captive and had 27 ounces of blood drained from him every month for six months.
    
  ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1245","Australian PM Scott Morrison lashes out at 'reckless' Beijing as Chinese warship points a laser at Australian aircraft  ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1253","
    
           
      
          
      
    
    
        
        Scott Morrison said a Chinese warship shining a laser an at Australian aircraft was an 'act of intimidation' as tensions flare between the two countries.
    
  ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1266","And the IKEA bag wins! Racers on skateboards make most of Storm Eunice gales using shopping totes to propel them across a park in the Netherlands ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1273","Welcome to Caring Court! Richard Caring cements his 'King of Mayfair' title as he prepares to open a Bacchanalian-inspired restaurant and new club Isabella's - bringing him to NINE eateries in the upscale district","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1286","O2 Arena is set to reopen on FRIDAY with UB40 gig as repairs are carried out to its roof after it was ripped off by Storm Eunice ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1293","US Capitol perimeter fence erected after January 6 riot will be reinstalled ahead of Biden's State of the Union as the truckers' Freedom Convoy heads towards Washington","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1304","Canada makes final push to end weeks-long protest in capital: Hundreds of police officers surround downtown Ottawa and warn residents to keep away or face arrest after taking almost 200 into custody this weekend","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1317","'My husband is already with you in Heaven and can provide references': US teacher, 94, writes her own résumé-style obituary listing her experience, training, and objectives in touching 'application for Eternal Life' ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1326","Tennessee mother 'swapped vape pens for sex with teenage boys': Woman, 38, is charged with rape for sleeping with nine boys, aged 14 to 17, at her child's school","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1332","Michigan driver, 29, charged in hit-and-run that killed retired nurse, 64, deliberately mowed her down 'so he could have sex with her dead body'","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1345","Mount Etna erupts sending a seven mile ash cloud shooting into the air","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1353","Have you been left without power by a storm? Here's how to claim compensation and what you're entitled to...","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1366","Three men linked to a mafia-involved real estate deal that is threatening to take down a front-runner for president of South Korea die within two months of each other","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1373","Moment paramedics battle in vain to save Florida mom after she was struck by car and dragged to her death after she stood up to driver who stole daughter's parking space ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1386","Grieving fiancée of Sydney shark attack victim shares a touching photo of their engagement as friends tell all about their love story before he was killed by a 4.5m great white","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1392","Sure beats flowers! Husband shocks his wife by giving her a winning $10 MILLION scratch-off lottery ticket for Valentine's Day","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1406","'Happy Birthday to our strong and beautiful Leonore': Princess Madeleine of Sweden celebrates her daughter's eighth birthday with a sweet Instagram snap","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1416","NI tax hike jump will cost firms more than ALL new taxes in past decade, new analysis shows ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1426","House prices see biggest monthly rise for 20 years as average value leaps by £8,000, data shows","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1433","Horrifying moment a 98ft crane topples over in 90mph winds, crushing two builders to death in Poland as storms batter Europe","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1446","Mother with eczema who's going through withdrawal from steroid creams reveals strangers secretly take pictures of her paper-thin skin that peels off at the slightest touch","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1453","Revealed: Royal charity that partnered with Prince Harry's life coaching firm spent 98% of £796,000 cash it raised in one year on paying just TEN staff","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1466","European Space Agency's Solar Orbiter captures a HUGE eruption from the Sun - the largest ever observed in a single image","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1473","
        China DENIES responsibility for a rocket set to slam into the moon on March 4 - as experts claim the rogue craft is a booster from a Chinese mission from 2014, weeks after mistaking it as a SpaceX vehicle 
      ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1486","Three people killed after a Iranian fighter jet crashes into a school and bursts into flames ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1493","Motorists face £1,000-a-year 'poll tax on wheels' for driving to work as councils eye plan to make firms pay for parking spaces ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1506","Woman who quit her job to travel the world presents a savage PowerPoint during her exit interview detailing how the company ruined her mental health and regularly made her cry ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1516","Pest controller warns fortnightly bin collections in Dorset are fuelling 'MONSTER RATS' measuring up to 1.5ft","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1526","Australian judge 'approves' boy, seven, adopting teddy bears in heartwarming letter under the 'International Teddy Act of 1908' ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1532","Edinburgh care home residents use brooms, mops, but a REAL curling stone to recreate Team GB's gold medal victory at the Beijing Winter Olympics ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1546","The cutest video you will see today: Adorable koala slurping on a bottle of milk sets the internet alight","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1553","Sister of US soap General Hospital actress Lindsey Pearlman, who was found dead in parked car surrounded by pills five days after disappearing, suggests she may have taken her own life as she shares the suicide hotline number ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1566","Cineworld is reducing ticket prices to just £3 for ALL film showings for one day only to celebrate 'the nation's love of cinema' ","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1573","Spaceships, lava lamp or clouds? Stunning 'mammatus' formations that look like UFOs appear in the sky above Glasgow following severe weather warning for high winds","https://www.dailymail.co.uk/home/index.html",2022-02-22 00:16:02
"1117","Neil Cavuto returns to 'Your World' after bout with COVID pneumonia","https://www.foxnews.com/",2022-02-22 00:16:02
"230","European countries recognize Putin for what he is: Rove
","https://www.foxnews.com/",2022-02-22 00:16:02
"320","Some Virginia schools still requiring students to mask up despite new optional mask policy","https://www.foxnews.com/",2022-02-22 00:16:02
"425","Rebecca Heinrichs: Putin is holding the world hostage and it’s embarrassing","https://www.foxnews.com/",2022-02-22 00:16:02
"520","Guy Benson: Teacher unions fetishize science but dont seem to care about actual science","https://www.foxnews.com/",2022-02-22 00:16:02
"618","Vladimir Putin expected to make announcement ahead of potential invasion of Ukraine","https://www.foxnews.com/",2022-02-22 00:16:02
"716","Bernie Madoff's sister, her husband found dead in apparent murder-suicide in Florida","https://www.foxnews.com/",2022-02-22 00:16:02
"818","Kurt Busch says 2022 Daytona 500 won't be his last on 'Fox & Friends'","https://www.foxnews.com/",2022-02-22 00:16:02
"918","Canadian trucker's personal bank account frozen over protest","https://www.foxnews.com/",2022-02-22 00:16:02
"1019","Russia-Ukraine situation will probably turn into conflict: Buck Sexton","https://www.foxnews.com/",2022-02-22 00:16:02
"1118","Putin sending Russian ‘peacekeepers’ into parts of Ukraine as fears of a full-blown war mount","https://www.foxnews.com/",2022-02-22 00:16:02
"1217","Harris ripped again on world stage during critical foreign policy moment","https://www.foxnews.com/",2022-02-22 00:16:02
"1318","Dem mayor caught holding MASKLESS ball after reimposing mask mandate","https://www.foxnews.com/",2022-02-22 00:16:02
"1417","NBC's Beijing Olympic ratings dud called a 'disaster' for network","https://www.foxnews.com/",2022-02-22 00:16:02
"1517","Antonio Brown throws Tom Brady under the bus in vulgar tirade","https://www.foxnews.com/",2022-02-22 00:16:02
"1715","European countries recognize Putin for what he is: Rove","https://www.foxnews.com/",2022-02-22 00:16:02
"265","Graham calls to 'destroy' ruble, 'crush the Russian oil and gas sector' in response to Putin aggression","https://www.foxnews.com/",2022-02-22 00:16:02
"276","DC trucker convoy organizer reveals plans for major disruption","https://www.foxnews.com/",2022-02-22 00:16:02
"286","Evangeline Lilly urges Justin Trudeau to speak with protesting Canadian truckers","https://www.foxnews.com/",2022-02-22 00:16:02
"295","Canada Freedom Convoy: What new charges, financial sanctions will come after protesters leave Ottawa?","https://www.foxnews.com/",2022-02-22 00:16:02
"305","Reporter's Notebook: State of the Union 2022, the Super Bowl of politics","https://www.foxnews.com/",2022-02-22 00:16:02
"3111","WaPo editorial board supports federal no-fly list for passengers who don't obey mask mandates on flight","https://www.foxnews.com/",2022-02-22 00:16:02
"325","Queen with COVID continues 'light duties,' yet American kids must isolate, quarantine: US parents weigh in","https://www.foxnews.com/",2022-02-22 00:16:02
"336","OPINION: COVID taught us that money talks in Dem-run state on masks and mandates","https://www.foxnews.com/",2022-02-22 00:16:02
"345","MSNBC host renews liberal media's alarm over Latino voters shifting towards GOP, identifying as White","https://www.foxnews.com/",2022-02-22 00:16:02
"355","EXCLUSIVE: What Americans are giving up in order to pay energy bills","https://www.foxnews.com/",2022-02-22 00:16:02
"365","Rooftop Revelations: Shelby Steele and Pastor Brooks discuss true black power","https://www.foxnews.com/",2022-02-22 00:16:02
"376","Democrat DA reduces felony charge against criminal who has more than 40 prior arrests","https://www.foxnews.com/",2022-02-22 00:16:02
"385","Police fatally shoot man at wedding reception who allegedly assaulted guests, attacked officers","https://www.foxnews.com/",2022-02-22 00:16:02
"396","EXCLUSIVE: Trans child molester LAUGHS at light punishment","https://www.foxnews.com/",2022-02-22 00:16:02
"405","Beach resort shooting leaves 2 people dead, 1 injured","https://www.foxnews.com/",2022-02-22 00:16:02
"4111","300 cars converge in an organized attempt to take over Virginia city","https://www.foxnews.com/",2022-02-22 00:16:02
"426","Dem-run city even more desperate to control crime after horrifying weekend","https://www.foxnews.com/",2022-02-22 00:16:02
"436","Shooting outside funeral home leaves 1 dead, others injured","https://www.foxnews.com/",2022-02-22 00:16:02
"445","Cop unleashes on DA funded by Dem megadonor, claims officers targeted","https://www.foxnews.com/",2022-02-22 00:16:02
"456","Snapchat unveils new safety feature","https://www.foxnews.com/",2022-02-22 00:16:02
"465","Teen enduring bitter cold to run 50-mile marathon for good cause","https://www.foxnews.com/",2022-02-22 00:16:02
"476","Back-to-back winter storms could bring snow, ice to Central US before moving east","https://www.foxnews.com/",2022-02-22 00:16:02
"485","Presidents have a history of athletic prowess — with some better than others","https://www.foxnews.com/",2022-02-22 00:16:02
"496","In honor of Black History Month: Dr. Alexander Thomas Augusta, first Black surgeon in Civil War","https://www.foxnews.com/",2022-02-22 00:16:02
"505","Ruling on whether Medina Spirit will be stripped of title is in","https://www.foxnews.com/",2022-02-22 00:16:02
"5111","'AGT' star Jane 'Nightbirde' Marczewski dead at 31 following cancer battle, family confirms","https://www.foxnews.com/",2022-02-22 00:16:02
"525","Sam Hunt’s pregnant wife files for divorce, alleges 'adultery': reports","https://www.foxnews.com/",2022-02-22 00:16:02
"536","Britney Spears inks $15M tell-all book deal: reports","https://www.foxnews.com/",2022-02-22 00:16:02
"545","A First Timer’s Guide to Tax Filing in 2022: TaxAct’s® Tips for Young Professionals","https://www.foxnews.com/",2022-02-22 00:16:02
"556","Record number of elephant seals descend on beach","https://www.foxnews.com/",2022-02-22 00:16:02
"566","Political cartoon of the day: Nothing against the state","https://www.foxnews.com/",2022-02-22 00:16:02
"576","Maria Bartiromo explores how social media is preying on our kids, and how it all starts with a click.","https://www.foxnews.com/",2022-02-22 00:16:02
"586","FINAL MEDAL TALLY: Olympics come to a close","https://www.foxnews.com/",2022-02-22 00:16:02
"595","Wisconsin Dem Senate candidate wants to eliminate cash bail despite Waukesha massacre","https://www.foxnews.com/",2022-02-22 00:16:02
"605","
Security guard shot, killed in Georgia; search for 5 suspects continues","https://www.foxnews.com/",2022-02-22 00:16:02
"626","
2024 Watch: Pompeo back to Iowa Wednesday for inaugural panel on America’s world standing","https://www.foxnews.com/",2022-02-22 00:16:02
"634","2022 tax filing season comes with new complexities — what to know","https://www.foxnews.com/",2022-02-22 00:16:02
"646","Biden's homelessness czar will only worsen nation's crisis","https://www.foxnews.com/",2022-02-22 00:16:02
"655","Russia-Ukraine crisis: Lloyd Austin's top tasks as Biden's defense secretary","https://www.foxnews.com/",2022-02-22 00:16:02
"665","Honoring America's presidents – their lives and legacies have much to teach us today","https://www.foxnews.com/",2022-02-22 00:16:02
"675","Indicted Austin officer says Soros-funded DA is targeting police: 'This has nothing to do with justice'","https://www.foxnews.com/",2022-02-22 00:16:02
"693","Rooftop Revelations: Shelby Steele on Pastor Brooks’ stand against post-60s liberalism","https://www.foxnews.com/",2022-02-22 00:16:02
"707","There's a way out of the homicide surge – but it's a long, uphill battle","https://www.foxnews.com/",2022-02-22 00:16:02
"717","Rooftop Revelations: Rod Blagojevich on the failures of Democrat politics","https://www.foxnews.com/",2022-02-22 00:16:02
"727","Online learning service preparing kids for the 'real world' sees surge","https://www.foxnews.com/",2022-02-22 00:16:02
"733","FBN Exclusive: Nearly 1 in 4 Americans compromise on food, medicine to pay energy bill","https://www.foxnews.com/",2022-02-22 00:16:02
"747","Krispy Kreme launches Twix doughnuts in 1st collab with candy brand","https://www.foxnews.com/",2022-02-22 00:16:02
"753","Snapchat unveils real-time location sharing","https://www.foxnews.com/",2022-02-22 00:16:02
"767","Graham calls to 'destroy' ruble, 'crush the Russian oil and gas sector' in response to Putin aggression
","https://www.foxnews.com/",2022-02-22 00:16:02
"794","
COVID taught us that money talks in California on masks and mandates","https://www.foxnews.com/",2022-02-22 00:16:02
"807","Virginia parents frustrated some schools are still forcing masks on kids","https://www.foxnews.com/",2022-02-22 00:16:02
"819","How China may have already won its cold war with the US with American dollars","https://www.foxnews.com/",2022-02-22 00:16:02
"827","New Fox Nation series 'Killer Apps' warns of the dangers of social media","https://www.foxnews.com/",2022-02-22 00:16:02
"835","Guy Benson calls out teachers union boss over mask mandates: Where'd she get her medical degree?","https://www.foxnews.com/",2022-02-22 00:16:02
